tipo_servico,canal_atendimento,faixa_etaria,tempo_espera,qualidade_percebida,preco_pago,atendimento_resolutivo,nps,tempo_resposta,isc
Intermediário,Presencial,51+,"12,58346413","7,428634064","62,74766899",Sim,"8,455400019","3,187681943","43,87243235"
Premium,Presencial,36-50,"9,991201928","6,343257905","59,12525523",Sim,"7,267522927","3,182371632","53,87065642"
Intermediário,Chat,36-50,"12,68966518","8,130154391","72,75119183",Sim,"4,453931181","1,959419392","49,24304042"
Intermediário,Presencial,51+,"6,10620143","7,307460499","72,04323221",Sim,"5,551592508","2,592819078","60,69770593"
Premium,E-mail,51+,"10,37105503","6,532491038","57,2685101",Não,"6,424397481","3,078005875","48,93724693"
Básico,E-mail,26-35,"9,742123898","9,822506463","92,53067421",Sim,"7,056115297","5,801103677","55,30040164"
Intermediário,Chat,26-35,"13,91624619","5,257503576","41,81193608",Sim,"5,199374857","2,83995545","40,8524689"
Básico,Presencial,51+,"11,00799842","5,126173402","44,19160151",Não,"9,018891615","1,34380378","44,91362233"
Intermediário,Chat,36-50,"8,622552926","5,884837744","49,03035993",Sim,"5,510855039","3,064249782","53,52995003"
Intermediário,Chat,26-35,,"6,521123738","54,73832061",Sim,"6,228059059","2,764578842","54,68832851"
Básico,Chat,51+,"10,7677755","5,24817114","34,82334847",Sim,"7,14695798","2,516552387","42,40394597"
Intermediário,Chat,36-50,"7,49638037","8,119278098","58,81459949",Não,"6,887695931","3,716512433","51,62236692"
Básico,E-mail,18-25,"10,93629163","5,969147263","49,67867271",Sim,"4,959423982","3,347566107","42,90005348"
Premium,E-mail,51+,"4,40492958","6,66987731","48,98979005",Sim,"6,606852205","3,233658699","59,12675491"
Intermediário,Chat,51+,"8,322859543","5,804026384","38,47667205",Sim,"8,54650247","3,745561479","49,16060674"
Premium,E-mail,36-50,"13,6952461","7,979377152","63,52877249",Sim,"3,74775751","2,477828396","48,53832606"
Intermediário,Telefone,26-35,"9,731048525","8,509584993","66,17111394",Sim,"5,048321102","3,237879124","50,95217123"
Básico,Presencial,51+,"14,84723528","7,224335699","53,48349177",Não,"9,246189111","4,748969447","40,03443017"
Básico,Telefone,18-25,"10,06696921","8,247712429","62,08400848",Sim,10,"3,466944081","54,62096111"
Básico,Presencial,51+,"13,94901584","6,154610713","47,26362574",Sim,"7,437020138","0,967798709","44,0087722"
Premium,E-mail,51+,"11,28458948","6,458130302","54,1227435",Sim,"1,274344605","3,765379014","48,77514425"
Básico,Chat,51+,"7,745883345","7,635174384","54,87978772",Não,"7,688293197","1,07316486","48,98033802"
Básico,Telefone,36-50,"13,44817547","7,910189246","67,29644972",Não,"6,35412761","1,13900388","47,09898627"
Básico,Presencial,18-25,"13,68330612","4,708928411","48,56977915",Sim,"8,120054872","2,517593098","49,77585613"
Intermediário,E-mail,36-50,"6,103135394","8,721925205","64,35418073",Sim,"6,017112338","4,153284672","50,94109585"
Intermediário,Chat,51+,"10,97501307","6,073703777","48,38173181",Sim,"4,146197184","2,840091852","44,14158747"
Intermediário,Presencial,26-35,"15,96770728","6,646755542","45,62444388",Sim,"5,570454611","3,098950986","44,39750064"
Premium,E-mail,26-35,"10,667305","6,965393531","67,66124624",Não,"6,070600071","2,364464645","53,28106713"
Básico,Telefone,18-25,,"5,117137551","44,03185788",Sim,"4,954470703","2,234131954","37,74154552"
Básico,Chat,51+,"15,41383695","8,107690389","67,55832253",Sim,"8,200616071","4,321888814","45,45159879"
Básico,Chat,36-50,"10,79814803","6,696430863","51,69262972",Sim,"6,458115113","2,343849597","54,30507276"
Intermediário,E-mail,18-25,"3,176465388","7,102512908","62,00575847",Sim,"6,667995686","2,778770212","52,45561835"
Básico,Chat,18-25,"9,242447505","6,368059586","56,39356386",Não,"5,035147923","1,737555084","36,31628893"
Básico,Presencial,18-25,"13,29593221","7,724522196","56,58637613",Sim,"7,805853063","3,082157437","43,4317788"
Intermediário,E-mail,18-25,"5,949749658","7,594856673","61,81547525",Sim,"6,278736073","2,849610532","54,88440905"
Básico,E-mail,36-50,"8,720650872","8,529319588","65,19319188",Sim,"8,492172627","4,022699462","53,7007439"
Premium,E-mail,51+,"8,221133522","6,012599609","51,4047097",Sim,"5,672531379","1,723977215","48,54025546"
Básico,Chat,51+,"0,6518680899","8,947893033","74,16210039",Sim,"5,746124014","2,227139857","55,82365782"
Intermediário,Presencial,26-35,"13,22892412","7,059554817","51,31050665",Não,"6,243548175","4,00169439","39,38596428"
Premium,E-mail,36-50,"6,04601413","4,736039852","37,78075556",Não,"4,232106352","2,003832902","50,14333508"
Intermediário,Chat,51+,"4,605931956","5,948916696","50,0469383",Não,"9,329648458","3,390403233","54,45961634"
Intermediário,Presencial,51+,"7,127425614","7,849853155","61,58131231",Não,"9,903361376","4,037543487","43,66016047"
Básico,E-mail,51+,"7,871985825","5,347933657","34,17107747",Sim,"5,383388776","3,792310601","41,78373435"
Básico,E-mail,18-25,"11,14245902","4,197717481","33,34992251",Não,"7,206713628","0,8447902808","41,95160197"
Premium,Presencial,36-50,"3,745736371","6,604536443","52,96520541",Sim,"6,949936439","4,364089848","53,165361"
Básico,Telefone,26-35,,"7,762029897","67,07641653",Sim,"6,19577787","1,623673249","51,82968178"
Intermediário,Presencial,51+,"7,817190247","8,443059984","62,42347522",Sim,"7,176837915","4,084352402","55,68740367"
Básico,Telefone,26-35,"10,15581094","4,707927112","42,93349348",Sim,"7,13672268","3,989101252","42,40905118"
Básico,Presencial,26-35,"14,20527441","7,9825612","64,92597424",Não,"5,512862176","1,366791041","49,4742824"
Premium,Chat,18-25,"7,888819577","6,189434933","56,4161647",Sim,"6,186742025","2,664517111","62,06149417"
Básico,Chat,36-50,"11,2439597","5,633567849","48,2836052",Sim,"7,631811634","3,784607821","45,15639881"
Básico,E-mail,51+,"14,53417585","6,208712915","49,48868609",Sim,"7,454816966","1,410109658","40,73932852"
Intermediário,Presencial,36-50,0,"6,808683781","45,06212793",Sim,"4,579594718","2,753594096","45,57283305"
Intermediário,Presencial,36-50,"9,087394571","7,019547612","48,18794705",Sim,"9,482756236","1,90440234","53,87344579"
Básico,Chat,26-35,"13,2359069","6,764743096","56,57349589",Sim,"6,719005152","4,85659169","43,09303456"
Intermediário,Presencial,51+,"9,258523916","5,743558216","48,60007913",Sim,"8,512808275","3,578434672","58,16433563"
Intermediário,Presencial,51+,"12,9982375","7,38604923","60,8534665",Sim,"5,224772154","4,488806865","54,22620342"
Intermediário,Presencial,26-35,"9,246497667","7,399173227","60,74432686",Sim,"5,621395451","2,314216486","48,34113849"
Premium,Chat,26-35,"13,42316838","7,308339967","58,40603434",Sim,"6,824846171","5,52661827","48,15451198"
Intermediário,Chat,36-50,"10,6468872","6,551621636","46,07340012",Não,"7,19382349","2,242162614","42,60113658"
Básico,Chat,18-25,"8,570558498","7,233701318","55,60087881",Não,"7,494791905","3,853978517","53,54986476"
Intermediário,Chat,36-50,"10,38048076","4,787299439","37,16043599",Sim,"7,579221268","2,448541936","53,81139382"
Básico,Chat,18-25,"8,213869175","5,95652568","50,15851528",Sim,"4,788975587","1,349759851","48,98602715"
Intermediário,E-mail,36-50,"15,57849054","4,660860943","42,10153878",Não,"8,12647965","4,414992881","34,70049664"
Básico,E-mail,18-25,"14,95558593","5,626226562","42,98925167",Sim,"6,02715555","2,670740554","44,98886712"
Intermediário,Telefone,26-35,"11,91262337","6,496373325","49,12755339",Sim,"7,163914699","2,232125132","42,86495095"
Premium,Presencial,51+,"8,488764896","9,979559651","70,68704993",Sim,"2,575936904","2,908408911","56,59300573"
Intermediário,Telefone,51+,"7,760293864","7,023090148","59,16618292",Não,"6,654338092","2,375211627","55,72952006"
Premium,Telefone,36-50,"6,489664519","6,682909317","48,66346695",Sim,"6,537534842","3,530220012","54,60547736"
Intermediário,E-mail,36-50,"7,528607725","6,07410589","44,8113704",Não,"5,700715992","4,65648912","40,75985248"
Premium,Telefone,36-50,"9,003402997","5,787744184","38,78797855",Sim,"8,428705018","1,75478988","51,77750066"
Intermediário,E-mail,36-50,"11,50724745","6,328162211","53,38087783",Sim,"5,618262364","1,383319406","50,05742962"
Básico,Telefone,36-50,"18,33392361","8,754361986","62,16163032",Não,"9,289236179","3,163973688","38,03943957"
Básico,Telefone,18-25,"13,03357329","8,706060906","59,12803308",Sim,"5,725891409","3,454986348","44,12258293"
Intermediário,Telefone,51+,"7,402555121","6,528149029","50,46864918",Sim,"6,569961705","2,60672994","54,77419737"
Básico,Telefone,26-35,"14,52380778","7,13497999","47,56796634",Sim,"5,330458026","2,178097241","40,52728446"
Básico,Chat,26-35,"4,524270311","7,348913656","63,86040446",Não,"7,738876326","3,37138568","53,23810199"
Intermediário,Presencial,36-50,"5,952234008","6,388805073","62,5739614",Não,"7,88634419","3,781040626","49,24036975"
Básico,Chat,51+,"5,30726211","6,787403166","51,66436524",Sim,"7,254759824","2,312904147","58,56237199"
Básico,Chat,51+,"9,911173526","7,029503262","65,18259641",Não,"4,976205769","1,968920512","48,31652688"
Básico,Chat,26-35,"2,662906279","8,654198383","58,87289141",Não,"4,575492561","3,593786139","54,14870363"
Intermediário,Presencial,26-35,"15,70410524","7,172113936","56,0976437",Sim,"6,52824565","2,31816103","47,41918923"
Básico,Telefone,26-35,"12,9257435","8,209524743","58,47714211",Não,"5,190255778","3,175564396","41,59264679"
Básico,E-mail,36-50,"14,37844123","9,564005678","80,20562177",Sim,"5,420110664","3,400491111","54,0596344"
Premium,E-mail,26-35,"9,854664034","6,21893386","45,35312632",Sim,"8,711201113","3,493459228","50,65586594"
Básico,E-mail,26-35,"14,220083","8,090787965","69,08992136",Não,"7,673695892","2,541191624","41,62053253"
Intermediário,Chat,36-50,"11,32092929","6,124216403","47,47533105",Não,10,"2,889247337","46,22665765"
Básico,Presencial,26-35,"14,06547659","4,129615252","41,21934881",Não,"7,749820794","2,408213283","41,99095867"
Intermediário,Presencial,26-35,"7,244335998","4,917358887","45,15997064",Sim,"6,433084392","1,574721288","54,24574072"
Intermediário,E-mail,51+,"7,460370564","6,999675407","61,55206687",Sim,"3,93470168","2,435048672","53,8928583"
Básico,Chat,18-25,"11,98470192","8,26196413","70,5800405",Não,"8,209247524","3,926179624","43,18664859"
Premium,Presencial,36-50,"5,62415875","7,211506545","61,96918644",Sim,"4,833891935","3,244244884","54,74408146"
Intermediário,Telefone,36-50,"17,70582108","7,842333795","64,47583496",Não,"9,11733768","2,731874242","36,93116285"
Básico,Telefone,51+,"10,94042926",10,"80,58453686",Não,10,"2,907416508","46,5305999"
Básico,Chat,51+,"12,76277059","4,596324918","42,6992246",Sim,"4,636050156","4,304823709","39,55497201"
Básico,Chat,26-35,"11,19628424","9,537789801","81,86351461",Sim,"4,720985153","4,661565357","53,76154168"
Intermediário,Chat,26-35,"16,96063379","8,198258861","69,35479746",Sim,"8,20373558","3,186739371","51,13748204"
Intermediário,Telefone,36-50,"8,003992956","7,783557283","67,07220978",Sim,"6,268330484","2,7321003","59,52966834"
Intermediário,E-mail,18-25,"9,4936793","6,77338999","56,32879132",Sim,"8,404265912","4,478441683","49,78663826"
Intermediário,Presencial,18-25,"10,53876019","7,687291516","53,77241421",Sim,"8,107160982","2,513474082","48,37493258"
Intermediário,Telefone,36-50,"9,260627174","9,290939889","71,97340236",Sim,"6,462429214","3,142178835","47,18332689"
Básico,E-mail,51+,"10,30035889","7,375220376","55,61523329",Sim,"4,839054906","2,313960441","51,51133408"
Intermediário,Telefone,18-25,"8,201749534","9,301546927","77,83871042",Sim,"9,013294731","1,988823354","63,67480113"
Premium,Presencial,18-25,"13,51283133","7,693474662","51,94471596",Sim,"5,151844845","1,879725571","43,28922342"
Intermediário,Telefone,26-35,"9,323839533","6,717970247","56,3042504",Não,"8,412065229","3,69426013","46,92564504"
Básico,E-mail,26-35,"9,793939965","6,985071423","58,74799655",Sim,"8,065586309","3,48979338","45,19611564"
Básico,Presencial,51+,"10,15367454","8,607253839","72,30898434",Sim,"2,375925841","2,165274514","55,74310467"
Intermediário,Chat,18-25,"6,291005928","5,063535014","32,53911313",Não,"2,66251021","2,305204608","40,27969753"
Premium,Presencial,18-25,"11,94146376","7,29074548","63,73038017",Sim,"4,841827526","3,576585634","47,72056478"
Básico,Telefone,18-25,"8,488368305","7,579720242","51,28168049",Sim,"9,753758118","2,703349672","51,76470421"
Intermediário,Presencial,18-25,"10,87515451","8,392644029","61,15165258",Sim,"5,451510812","2,695530856","48,43361957"
Intermediário,E-mail,36-50,"10,37696328","4,828506098","35,33369399",Sim,"5,994605505","3,65339269","44,6292385"
Intermediário,E-mail,36-50,"11,46377377","6,44595436","46,31041898",Não,"5,57875899","3,057930464","35,18402644"
Básico,Presencial,26-35,"11,6564476","7,950126965","60,28835067",Sim,"1,216083367","3,631156952","44,03850568"
Intermediário,Chat,51+,"11,19248969","4,924509175","41,88890497",Sim,"9,149760129","1,56673468","49,12014812"
Intermediário,Presencial,26-35,"13,35498886","9,27110248","66,55124524",Não,"8,218406368","3,296414729","44,20120425"
Intermediário,Chat,18-25,"7,490938587","5,583789252","43,78045468",Sim,"6,984028632","3,363613448","46,12251202"
Intermediário,E-mail,18-25,"8,300477674","6,683264638","51,93250849",Não,"3,943187788","3,621667418","43,11054009"
Básico,Presencial,51+,,"8,784577037","72,77229017",Não,"9,190709538","2,714873305","46,5345734"
Básico,Presencial,51+,"6,257837239","8,640993469","63,43541676",Sim,"7,784970198","4,928642504","50,32826058"
Básico,E-mail,51+,"14,69057273","4,536483382","41,13260652",Sim,"7,748793127","4,494762102","42,27588795"
Premium,Telefone,18-25,"9,16252396","8,606679178","72,34697831",Sim,"8,110036979","2,6434171","66,37184292"
Intermediário,Chat,26-35,"9,682194736","5,71957778","41,09146627",Sim,"6,7285324","2,371565641","50,61520627"
Premium,Telefone,26-35,"6,456360725","6,067594191","38,54132842",Sim,"7,817450491","4,137937522","49,68186143"
Intermediário,Telefone,26-35,"14,19949967","7,586350552","55,6124949",Sim,"6,686813015","2,566508057","40,45810493"
Básico,E-mail,26-35,"11,56450812","5,469617524","42,08334772",Sim,"8,692642547","3,2824627","37,57647451"
Básico,Presencial,18-25,"11,44019536","5,53779469","43,38834036",Não,"7,75033686","2,432403607","42,20868803"
Intermediário,Telefone,18-25,"8,072141329","5,454313509","50,43936055",Sim,"7,828088362","2,775215106","56,71267899"
Premium,Chat,36-50,"7,072525763","9,169171333","69,3585944",Não,"7,929375545","2,673111415","65,58545443"
Intermediário,Chat,26-35,"7,487219441","6,053749439","51,77613501",Sim,"5,830432899","4,096540225","53,60227165"
Premium,E-mail,26-35,"16,81805697","5,039764935","41,34797288",Não,"7,77191536","1,413515652","43,27624041"
Intermediário,Chat,36-50,"9,659535784","4,102304711","30,85309999",Sim,"8,622430551","1,760297656","47,32354333"
Intermediário,E-mail,26-35,"18,3148341","5,819102335","43,11310189",Sim,"7,294087664","3,343846627","38,70913496"
Premium,E-mail,26-35,"10,19380458","5,93456144","38,40636357",Sim,"4,62896381","3,918571481","45,58756934"
Intermediário,Presencial,26-35,"12,17223701","5,530508528","36,72999315",Sim,"5,428316792","3,011009591","40,28892863"
Intermediário,Presencial,51+,"6,9313948","9,261651593","76,04899928",Não,"5,215845081","3,287507575","53,56286991"
Premium,Presencial,51+,"14,65229825","9,653874382","86,10117395",Sim,"8,327596079","4,715751238","49,66194642"
Básico,Chat,51+,"8,532172169","8,1153193","67,92016652",Não,"7,318862403","3,271390832","45,26547381"
Básico,E-mail,51+,"12,04014981","8,40670776","67,97764362",Não,"5,525950116","4,365813104","41,07689888"
Intermediário,Presencial,51+,"4,831520846","7,193992981","46,54124697",Sim,"8,806870133","2,120924669","53,45463982"
Básico,E-mail,36-50,"12,55425842","9,467794767","80,9825027",Sim,"7,209464626","3,644634638","55,3876703"
Premium,Presencial,18-25,"11,74001281","8,120540219","65,89814953",Sim,"6,913205014","1,886459865","51,41206096"
Básico,Chat,18-25,"0,8845440764","9,310903304","72,00758602",Não,"6,36191144","3,231410992","56,82960083"
Básico,Presencial,51+,"6,753279155","6,914998783","59,42588056",Sim,"3,202759925","2,738237652","52,50591326"
Intermediário,Chat,26-35,"5,894485202","7,28094207","64,02114663",Sim,10,"2,640414645","63,58633146"
Intermediário,E-mail,36-50,"13,61712553","6,647428658","52,35420551",Sim,"5,177630747","4,011168114","43,8019672"
Intermediário,Presencial,36-50,"12,25298256","8,514475599","69,63354597",Sim,"6,17951822","2,985524268","55,73898256"
Intermediário,E-mail,26-35,"6,765191667","6,078968918","51,20340487",Sim,"5,158334996","2,36082138","51,46505684"
Intermediário,Chat,18-25,"9,151432148","7,766280253","65,54674278",Sim,"7,901050696","4,998157945","54,7973403"
Básico,Telefone,36-50,"13,12282168","6,35786904","54,95757359",Sim,"7,51726327","5,103827918","47,65926942"
Intermediário,Telefone,18-25,"3,583610018","5,410888799","47,87443255",Sim,"5,748857655","2,050787842","52,01106139"
Básico,E-mail,51+,"10,11966633","6,53830674","51,19105562",Sim,"5,905255324","4,003423911","38,14463327"
Básico,E-mail,26-35,"11,12707942","7,995093382","68,14621254",Sim,"2,9574799","3,765145081","46,13401385"
Premium,Presencial,51+,"11,70972255","6,401366217","48,71295667",Sim,"9,21034412","3,34890549","51,81721175"
Intermediário,Telefone,18-25,"5,72490974","5,624275487","49,50004073",Não,"5,285984777","3,406585886","46,93754855"
Premium,Presencial,18-25,"7,355808408","6,963119485","60,29389592",Sim,"5,819815381","4,172480758","53,96608473"
Básico,Chat,18-25,"11,77121674","7,20189743","46,57782264",Não,"7,736492937","4,515283812","29,53048612"
